densidad_escuelas,densidad_hospitales,densidad_gimnasios,densidad_papelerias,densidad_farmacias,densidad_comercios,target,oportunidad_negocio
28,331,11,49,108,916,5,tienda_deportiva
11,311,2,3,12,57,5,tienda_deportiva
7,21,6,2,3,72,5,tienda_deportiva
4,13,0,4,6,50,0,cafeteria
7,1,2,4,2,56,5,tienda_deportiva
8,519,7,4,20,47,5,tienda_deportiva
0,3,2,0,3,18,5,tienda_deportiva
8,232,2,0,16,53,3,papeleria
3,1,17,0,0,14,3,papeleria
11,5,1,3,1,90,5,tienda_deportiva
4,5,1,3,4,41,5,tienda_deportiva
2,4,0,0,1,14,3,papeleria
19,321,4,7,37,182,5,tienda_deportiva
13,199,0,6,9,56,0,cafeteria
8,47,7,2,4,40,5,tienda_deportiva
3,4,1,2,2,48,5,tienda_deportiva
4,13,0,2,2,61,0,cafeteria
4,1,0,0,1,17,3,papeleria
12,290,7,7,34,262,5,tienda_deportiva
6,4,1,1,2,56,5,tienda_deportiva
5,0,0,1,0,22,0,cafeteria
13,13,1,6,4,74,5,tienda_deportiva
0,0,0,0,0,18,0,cafeteria
1,1,0,0,0,9,3,papeleria
6,2,3,1,1,33,5,tienda_deportiva
24,294,9,44,113,730,5,tienda_deportiva
5,1,0,2,1,30,0,cafeteria
4,8,4,1,6,101,5,tienda_deportiva
11,229,8,0,8,44,3,papeleria
9,36,2,5,11,469,5,tienda_deportiva
10,7,5,2,0,42,1,farmacia
8,11,3,2,4,89,5,tienda_deportiva
2,15,2,4,3,42,5,tienda_deportiva
6,16,3,2,2,163,5,tienda_deportiva
3,13,4,2,4,42,5,tienda_deportiva
3,4,2,2,2,63,5,tienda_deportiva
1,18,1,0,0,33,3,papeleria
4,11,1,1,4,64,5,tienda_deportiva
28,256,7,20,36,280,5,tienda_deportiva
5,8,2,3,8,82,5,tienda_deportiva
15,35,3,5,11,139,5,tienda_deportiva
2,2,1,3,0,34,1,farmacia
9,30,3,4,6,109,5,tienda_deportiva
0,2,1,2,3,47,5,tienda_deportiva
0,1,0,3,0,56,1,farmacia
7,14,5,2,2,56,5,tienda_deportiva
8,13,2,6,8,88,5,tienda_deportiva
7,4,0,3,2,42,0,cafeteria
2,2,0,0,0,21,3,papeleria
15,22,6,3,5,73,5,tienda_deportiva
11,24,1,7,5,136,5,tienda_deportiva
20,124,6,4,11,106,5,tienda_deportiva
3,9,0,2,2,24,0,cafeteria
11,59,3,2,13,102,5,tienda_deportiva
6,52,1,2,26,210,5,tienda_deportiva
3,0,2,2,0,16,5,tienda_deportiva
3,4,2,4,5,45,5,tienda_deportiva
36,138,5,9,19,171,5,tienda_deportiva
24,87,4,2,9,93,5,tienda_deportiva
4,5,1,5,2,63,5,tienda_deportiva
32,384,9,45,107,835,5,tienda_deportiva
4,14,4,0,13,258,3,papeleria
11,41,9,2,9,64,5,tienda_deportiva
29,235,6,11,17,169,5,tienda_deportiva
12,7,0,0,0,15,3,papeleria
9,9,1,3,0,61,1,farmacia
4,6,2,2,2,57,5,tienda_deportiva
19,196,6,15,54,397,5,tienda_deportiva
4,0,0,0,0,8,3,papeleria
7,21,6,2,3,67,5,tienda_deportiva
25,277,9,49,127,781,5,tienda_deportiva
14,25,3,4,7,82,5,tienda_deportiva
0,2,1,1,0,24,1,farmacia
6,8,0,3,3,84,0,cafeteria
8,7,0,14,4,92,0,cafeteria
8,3,6,7,2,87,5,tienda_deportiva
5,4,1,2,1,37,5,tienda_deportiva
5,0,1,2,0,36,5,tienda_deportiva
9,36,2,5,11,469,5,tienda_deportiva
10,9,8,1,0,15,1,farmacia
6,23,0,0,1,16,3,papeleria
7,20,3,5,6,68,5,tienda_deportiva
5,328,3,4,30,203,5,tienda_deportiva
4,0,0,0,1,6,3,papeleria
14,16,4,8,8,105,5,tienda_deportiva
10,70,1,2,4,34,5,tienda_deportiva
2,289,3,6,19,87,5,tienda_deportiva
3,2,2,0,0,10,3,papeleria
5,4,1,0,2,16,3,papeleria
3,15,5,2,7,122,5,tienda_deportiva
12,112,2,4,12,50,5,tienda_deportiva
11,11,5,1,1,68,5,tienda_deportiva
8,2,0,2,0,44,1,farmacia
25,395,9,24,62,616,5,tienda_deportiva
1,3,2,0,1,26,3,papeleria
2,12,2,1,4,26,5,tienda_deportiva
2,2,0,0,2,11,3,papeleria
8,11,1,1,5,35,5,tienda_deportiva
14,25,3,8,8,61,5,tienda_deportiva
7,5,3,1,2,39,5,tienda_deportiva
0,3,0,1,2,46,0,cafeteria
12,27,2,1,7,65,5,tienda_deportiva
16,31,3,0,8,37,3,papeleria
4,0,0,1,0,35,0,cafeteria
3,13,4,2,4,42,5,tienda_deportiva
9,5,4,2,0,40,1,farmacia
5,19,3,2,5,115,5,tienda_deportiva
3,2,1,1,0,45,1,farmacia
33,83,4,4,9,106,5,tienda_deportiva
5,5,2,6,1,65,5,tienda_deportiva
2,1,0,3,0,46,1,farmacia
7,9,1,5,7,39,5,tienda_deportiva
3,3,0,0,1,64,3,papeleria
8,546,1,1,18,37,5,tienda_deportiva
5,334,3,3,29,187,5,tienda_deportiva
9,18,5,6,7,94,5,tienda_deportiva
6,16,2,4,5,92,5,tienda_deportiva
6,92,4,4,8,80,5,tienda_deportiva
2,1,0,0,0,1,3,papeleria
7,9,2,2,1,14,5,tienda_deportiva
3,1,2,0,1,79,3,papeleria
25,132,7,3,11,135,5,tienda_deportiva
2,3,0,0,1,34,3,papeleria
5,3,0,3,5,86,0,cafeteria
3,7,3,2,5,65,5,tienda_deportiva
3,3,1,3,4,37,5,tienda_deportiva
3,10,1,0,0,9,3,papeleria
10,5,0,4,2,84,0,cafeteria
3,2,0,3,0,20,1,farmacia
9,4,0,0,0,14,3,papeleria
14,41,3,6,12,152,5,tienda_deportiva
11,5,0,11,0,74,1,farmacia
5,17,5,1,1,40,5,tienda_deportiva
4,3,1,3,1,41,5,tienda_deportiva
2,3,1,1,0,3,1,farmacia
8,201,2,0,17,78,3,papeleria
8,2,0,0,0,13,3,papeleria
9,360,3,6,33,265,5,tienda_deportiva
14,35,3,5,11,132,5,tienda_deportiva
4,8,1,1,3,35,5,tienda_deportiva
5,4,2,1,3,59,5,tienda_deportiva
10,33,4,6,7,98,5,tienda_deportiva
5,53,2,9,59,116,5,tienda_deportiva
11,303,0,1,10,12,0,cafeteria
1,1,0,0,0,8,3,papeleria
7,9,2,4,6,54,5,tienda_deportiva
20,39,5,5,7,318,5,tienda_deportiva
6,9,0,1,4,58,0,cafeteria
5,3,1,0,0,36,3,papeleria
30,93,7,8,23,275,5,tienda_deportiva
5,4,2,3,1,71,5,tienda_deportiva
12,95,2,6,12,104,5,tienda_deportiva
3,1,0,0,0,4,3,papeleria
16,41,3,0,4,42,3,papeleria
0,0,1,0,0,11,5,tienda_deportiva
5,5,1,3,1,43,5,tienda_deportiva
7,19,2,5,3,87,5,tienda_deportiva
4,1,3,1,0,4,1,farmacia
1,0,0,1,0,20,0,cafeteria
5,275,2,4,27,211,5,tienda_deportiva
9,47,1,2,7,55,5,tienda_deportiva
5,5,0,2,0,42,1,farmacia
1,13,1,1,2,59,5,tienda_deportiva
2,4,1,0,1,21,3,papeleria
23,362,8,16,50,588,5,tienda_deportiva
6,1,1,5,0,47,1,farmacia
4,4,0,1,1,64,0,cafeteria
0,1,1,3,3,42,5,tienda_deportiva
3,0,1,0,0,34,3,papeleria
12,5,0,2,1,37,0,cafeteria
3,1,17,0,0,14,3,papeleria
3,2,0,0,1,22,3,papeleria
10,68,4,3,5,50,5,tienda_deportiva
0,3,0,2,0,31,1,farmacia
12,5,1,0,3,38,3,papeleria
6,19,1,1,8,61,5,tienda_deportiva
1,3,0,0,3,133,3,papeleria
5,2,0,3,0,35,1,farmacia
34,410,9,55,135,962,5,tienda_deportiva
5,430,0,1,19,21,0,cafeteria
18,257,8,34,76,757,5,tienda_deportiva
20,216,7,48,125,1037,5,tienda_deportiva
6,26,2,1,9,47,5,tienda_deportiva
7,7,1,4,4,80,5,tienda_deportiva
16,64,0,5,26,632,0,cafeteria
0,0,1,1,0,18,5,tienda_deportiva
6,5,1,4,3,54,5,tienda_deportiva
14,13,2,0,1,37,3,papeleria
20,215,7,47,125,1031,5,tienda_deportiva
2,144,1,1,26,61,5,tienda_deportiva
4,18,5,0,13,77,3,papeleria
11,0,0,1,6,46,0,cafeteria
6,3,0,1,0,19,1,farmacia
18,38,5,9,9,118,5,tienda_deportiva
4,14,3,1,6,91,5,tienda_deportiva
4,9,0,1,3,51,0,cafeteria
1,4,1,1,4,43,5,tienda_deportiva
2,9,0,0,1,13,3,papeleria
2,2,0,0,2,14,3,papeleria
3,3,0,2,0,25,1,farmacia
14,293,6,7,34,284,5,tienda_deportiva
13,20,2,7,6,75,5,tienda_deportiva
4,4,1,5,0,26,1,farmacia
8,18,7,2,7,75,5,tienda_deportiva
1,3,1,0,0,37,3,papeleria
8,176,2,2,25,338,5,tienda_deportiva
2,1,1,0,0,4,3,papeleria
21,84,4,4,8,70,5,tienda_deportiva
7,0,1,2,0,29,5,tienda_deportiva
18,75,8,4,13,142,5,tienda_deportiva
0,0,0,0,0,3,2,otro
6,1,0,3,0,40,1,farmacia
28,56,2,2,2,45,5,tienda_deportiva
7,8,1,1,0,23,1,farmacia
2,2,0,3,0,22,1,farmacia
0,3,1,1,6,47,5,tienda_deportiva
10,102,3,3,12,107,5,tienda_deportiva
11,99,2,3,12,103,5,tienda_deportiva
11,7,1,1,3,64,5,tienda_deportiva
7,4,1,1,2,51,5,tienda_deportiva
17,85,0,2,6,86,0,cafeteria
15,17,5,8,9,106,5,tienda_deportiva
0,1,0,1,1,11,0,cafeteria
6,3,3,4,4,68,5,tienda_deportiva
18,32,4,0,6,38,3,papeleria
10,11,1,6,3,81,5,tienda_deportiva
2,1,0,1,1,11,0,cafeteria
2,130,2,1,15,40,5,tienda_deportiva
21,43,6,2,8,95,5,tienda_deportiva
18,34,1,3,6,98,5,tienda_deportiva
7,211,2,2,22,295,5,tienda_deportiva
3,5,3,0,2,19,3,papeleria
0,1,1,1,2,28,5,tienda_deportiva
5,9,3,0,0,47,3,papeleria
9,32,4,1,3,419,5,tienda_deportiva
2,47,2,0,3,4,3,papeleria
7,3,0,3,3,38,0,cafeteria
12,119,5,11,15,306,5,tienda_deportiva
17,39,8,6,12,111,5,tienda_deportiva
9,3,0,3,5,46,0,cafeteria
1,5,0,0,0,37,3,papeleria
5,6,1,3,2,28,5,tienda_deportiva
12,27,2,1,7,65,5,tienda_deportiva
1,2,0,0,0,302,3,papeleria
5,7,0,5,4,52,0,cafeteria
7,14,2,4,2,52,5,tienda_deportiva
11,36,5,2,3,189,5,tienda_deportiva
19,331,4,10,16,179,5,tienda_deportiva
8,201,2,0,17,78,3,papeleria
2,3,0,1,0,50,1,farmacia
9,14,1,3,6,116,5,tienda_deportiva
3,0,0,1,0,4,0,cafeteria
4,46,1,21,42,610,5,tienda_deportiva
5,14,1,1,8,72,5,tienda_deportiva
10,13,7,2,2,59,5,tienda_deportiva
13,26,2,3,5,98,5,tienda_deportiva
5,17,0,0,6,56,3,papeleria
4,4,1,3,1,40,5,tienda_deportiva
1,4,2,1,1,89,5,tienda_deportiva
4,20,6,3,8,92,5,tienda_deportiva
3,11,1,1,5,19,5,tienda_deportiva
4,18,4,0,3,38,3,papeleria
5,9,1,4,2,34,5,tienda_deportiva
7,31,3,6,6,98,5,tienda_deportiva
10,8,3,3,2,42,5,tienda_deportiva
2,14,4,3,2,98,5,tienda_deportiva
4,1,1,2,1,242,5,tienda_deportiva
6,3,3,4,5,73,5,tienda_deportiva
3,2,0,0,0,30,3,papeleria
3,19,2,1,3,22,5,tienda_deportiva
17,120,4,2,8,105,5,tienda_deportiva
8,11,1,0,1,29,3,papeleria
32,375,9,55,135,973,5,tienda_deportiva
8,10,1,2,2,40,5,tienda_deportiva
5,6,1,3,2,28,5,tienda_deportiva
14,290,7,8,33,289,5,tienda_deportiva
7,13,5,0,4,77,3,papeleria
15,16,2,1,3,33,5,tienda_deportiva
9,2,0,2,0,74,1,farmacia
3,3,2,1,0,24,1,farmacia
6,10,3,4,6,75,5,tienda_deportiva
25,240,6,7,32,247,5,tienda_deportiva
17,241,2,5,30,80,5,tienda_deportiva
9,267,0,1,7,20,0,cafeteria
11,24,2,7,5,130,5,tienda_deportiva
3,5,1,3,4,51,5,tienda_deportiva
9,69,1,2,4,34,5,tienda_deportiva
4,331,3,2,29,178,5,tienda_deportiva
7,3,1,0,1,31,3,papeleria
16,24,7,2,2,66,5,tienda_deportiva
21,37,6,6,9,326,5,tienda_deportiva
8,14,3,3,4,91,5,tienda_deportiva
11,31,3,2,6,70,5,tienda_deportiva
5,1,0,4,0,50,1,farmacia
6,8,1,6,2,85,5,tienda_deportiva
12,366,0,1,12,21,0,cafeteria
22,49,7,7,9,333,5,tienda_deportiva
8,19,2,2,1,38,5,tienda_deportiva
5,12,1,4,4,77,5,tienda_deportiva
11,10,3,2,3,47,5,tienda_deportiva
4,9,2,4,5,72,5,tienda_deportiva
10,82,3,2,8,44,5,tienda_deportiva
5,2,0,1,1,45,0,cafeteria
6,3,0,4,1,27,0,cafeteria
7,35,6,3,10,106,5,tienda_deportiva
8,5,0,4,2,50,0,cafeteria
19,40,8,6,10,339,5,tienda_deportiva
3,2,4,7,2,54,5,tienda_deportiva
5,9,3,2,2,91,5,tienda_deportiva
5,5,1,0,0,15,3,papeleria
8,191,7,8,31,234,5,tienda_deportiva
19,53,0,6,28,609,0,cafeteria
4,1,0,2,0,9,1,farmacia
9,0,0,1,0,24,0,cafeteria
3,11,1,1,4,36,5,tienda_deportiva
13,10,3,5,8,58,5,tienda_deportiva
4,14,2,4,2,45,5,tienda_deportiva
5,12,6,1,5,41,5,tienda_deportiva
12,15,1,3,4,104,5,tienda_deportiva
1,3,0,0,3,133,3,papeleria
11,24,2,4,4,87,5,tienda_deportiva
19,223,7,48,124,1041,5,tienda_deportiva
7,27,3,1,3,42,5,tienda_deportiva
6,9,7,1,5,45,5,tienda_deportiva
3,2,2,0,0,83,3,papeleria
0,0,1,0,0,1,5,tienda_deportiva
11,2,2,6,6,71,5,tienda_deportiva
4,13,4,3,2,62,5,tienda_deportiva
3,11,1,5,3,86,5,tienda_deportiva
9,33,3,1,3,51,5,tienda_deportiva
3,1,0,1,0,19,1,farmacia
12,27,5,7,11,176,5,tienda_deportiva
29,131,1,6,21,160,5,tienda_deportiva
4,10,1,8,4,86,5,tienda_deportiva
14,293,6,7,34,284,5,tienda_deportiva
0,1,2,0,1,10,5,tienda_deportiva
6,12,4,6,8,95,5,tienda_deportiva
2,1,0,0,0,6,3,papeleria
5,9,1,4,2,34,5,tienda_deportiva
33,398,9,55,136,969,5,tienda_deportiva
2,17,1,1,5,99,5,tienda_deportiva
0,1,0,0,0,1,1,farmacia
6,4,0,4,2,70,0,cafeteria
12,63,2,3,11,101,5,tienda_deportiva
0,5,2,2,1,45,5,tienda_deportiva
22,54,0,6,27,956,0,cafeteria
7,8,2,2,4,80,5,tienda_deportiva
5,418,0,1,19,18,0,cafeteria
7,6,3,0,2,20,3,papeleria
8,13,0,5,3,54,0,cafeteria
36,11,1,4,4,55,5,tienda_deportiva
10,8,4,2,5,78,5,tienda_deportiva
7,44,2,2,7,60,5,tienda_deportiva
8,21,2,1,4,25,5,tienda_deportiva
14,30,1,8,4,96,5,tienda_deportiva
24,18,6,1,2,35,5,tienda_deportiva
6,3,0,4,0,58,1,farmacia
9,18,4,3,6,81,5,tienda_deportiva
3,1,2,0,1,79,3,papeleria
2,10,1,1,2,36,5,tienda_deportiva
1,1,0,0,0,0,3,papeleria
1,1,0,0,0,21,3,papeleria
3,329,3,2,29,177,5,tienda_deportiva
17,26,3,2,5,85,5,tienda_deportiva
4,8,3,3,2,30,5,tienda_deportiva
12,13,6,1,1,71,5,tienda_deportiva
1,18,3,3,6,69,5,tienda_deportiva
2,15,0,1,24,183,0,cafeteria
11,19,1,4,6,64,5,tienda_deportiva
8,17,0,1,10,67,0,cafeteria
0,1,0,0,3,21,0,cafeteria
6,3,1,6,0,38,1,farmacia
9,231,8,1,8,45,5,tienda_deportiva
15,31,4,9,7,113,5,tienda_deportiva
5,6,1,3,2,27,5,tienda_deportiva
8,6,3,5,2,56,5,tienda_deportiva
5,6,0,2,1,145,0,cafeteria
13,15,4,3,5,141,5,tienda_deportiva
11,22,2,0,2,36,3,papeleria
3,18,2,3,8,116,5,tienda_deportiva
13,82,1,7,9,79,5,tienda_deportiva
4,15,5,1,5,78,5,tienda_deportiva
21,48,1,6,25,936,5,tienda_deportiva
7,2,0,3,3,36,0,cafeteria
12,29,3,1,9,67,5,tienda_deportiva
6,70,2,8,59,125,5,tienda_deportiva
6,26,3,2,7,245,5,tienda_deportiva
5,3,4,10,2,74,5,tienda_deportiva
5,3,1,4,1,73,5,tienda_deportiva
3,7,1,0,0,54,3,papeleria
5,14,4,3,3,65,5,tienda_deportiva
3,3,1,1,2,19,5,tienda_deportiva
33,25,3,3,6,72,5,tienda_deportiva
0,2,1,2,3,47,5,tienda_deportiva
12,20,8,3,7,59,5,tienda_deportiva
5,318,2,4,29,204,5,tienda_deportiva
6,6,0,5,5,153,0,cafeteria
9,15,3,5,6,74,5,tienda_deportiva
11,218,8,0,8,47,3,papeleria
0,1,0,0,0,2,1,farmacia
6,12,2,0,3,86,3,papeleria
5,2,0,2,1,10,0,cafeteria
1,3,2,1,1,25,5,tienda_deportiva
5,8,1,1,2,38,5,tienda_deportiva
10,28,3,0,2,116,3,papeleria
5,3,2,2,1,34,5,tienda_deportiva
13,262,8,7,36,244,5,tienda_deportiva
5,404,0,1,17,17,0,cafeteria
16,35,8,4,10,467,5,tienda_deportiva
4,3,1,2,2,52,5,tienda_deportiva
7,13,5,1,7,161,5,tienda_deportiva
7,21,0,5,7,43,0,cafeteria
17,24,2,4,6,65,5,tienda_deportiva
4,8,4,1,6,101,5,tienda_deportiva
32,375,10,55,136,973,5,tienda_deportiva
4,11,4,0,3,42,3,papeleria
33,25,3,3,6,72,5,tienda_deportiva
7,13,5,3,5,82,5,tienda_deportiva
10,195,8,9,28,255,5,tienda_deportiva
14,153,2,23,80,503,5,tienda_deportiva
10,13,1,4,6,51,5,tienda_deportiva
24,90,5,6,10,70,5,tienda_deportiva
3,14,1,6,3,90,5,tienda_deportiva
1,18,3,3,6,69,5,tienda_deportiva
5,3,2,1,3,40,5,tienda_deportiva
13,52,2,5,15,540,5,tienda_deportiva
9,13,3,5,5,76,5,tienda_deportiva
5,2,1,3,2,33,5,tienda_deportiva
5,7,1,3,0,47,1,farmacia
12,374,0,1,12,24,0,cafeteria
7,13,5,1,7,161,5,tienda_deportiva
16,16,3,1,6,57,5,tienda_deportiva
3,1,3,2,1,22,5,tienda_deportiva
5,325,3,4,30,199,5,tienda_deportiva
5,5,2,3,2,75,5,tienda_deportiva
5,2,0,3,1,79,0,cafeteria
15,601,2,4,25,79,5,tienda_deportiva
5,3,0,3,0,37,1,farmacia
10,13,0,3,4,75,0,cafeteria
7,4,0,2,1,30,0,cafeteria
10,17,3,4,4,82,5,tienda_deportiva
3,5,2,3,4,69,5,tienda_deportiva
3,3,0,0,1,42,3,papeleria
7,16,3,1,5,32,5,tienda_deportiva
11,11,6,3,4,41,5,tienda_deportiva
7,9,1,5,2,81,5,tienda_deportiva
7,1,0,5,0,24,1,farmacia
14,8,3,1,1,50,5,tienda_deportiva
3,1,0,2,0,29,1,farmacia
2,2,1,0,0,17,3,papeleria
5,334,3,3,30,195,5,tienda_deportiva
3,6,0,3,1,29,0,cafeteria
17,26,4,1,4,38,5,tienda_deportiva
1,1,3,2,1,35,5,tienda_deportiva
2,8,1,1,1,21,5,tienda_deportiva
4,2,4,2,5,46,5,tienda_deportiva
5,3,0,3,0,36,1,farmacia
3,14,2,1,4,70,5,tienda_deportiva
17,19,4,7,8,137,5,tienda_deportiva
3,0,0,5,0,47,0,cafeteria
6,8,2,0,2,44,3,papeleria
11,6,3,8,4,111,5,tienda_deportiva
10,30,5,4,8,121,5,tienda_deportiva
24,279,9,52,119,948,5,tienda_deportiva
14,10,3,0,2,41,3,papeleria
9,11,3,7,5,120,5,tienda_deportiva
7,33,0,2,3,45,0,cafeteria
5,0,0,0,0,16,3,papeleria
6,11,4,0,4,53,3,papeleria
1,1,0,1,0,35,1,farmacia
5,3,0,2,1,13,0,cafeteria
4,0,0,3,0,131,0,cafeteria
10,17,2,0,4,37,3,papeleria
14,11,3,0,2,40,3,papeleria
7,5,0,7,5,73,0,cafeteria
24,279,9,52,119,948,5,tienda_deportiva
15,9,2,3,0,29,1,farmacia
4,10,3,3,3,99,5,tienda_deportiva
8,11,1,0,1,29,3,papeleria
10,35,6,9,13,178,5,tienda_deportiva
11,22,2,1,6,80,5,tienda_deportiva
12,308,7,8,34,306,5,tienda_deportiva
11,6,8,9,2,86,5,tienda_deportiva
3,324,3,2,29,174,5,tienda_deportiva
4,0,1,3,0,37,5,tienda_deportiva
9,15,7,2,2,56,5,tienda_deportiva
7,9,3,0,5,200,3,papeleria
0,4,0,3,1,37,0,cafeteria
3,10,1,2,1,57,5,tienda_deportiva
8,3,1,3,2,21,5,tienda_deportiva
12,32,1,4,3,428,5,tienda_deportiva
2,2,0,1,1,20,0,cafeteria
0,67,1,1,24,46,5,tienda_deportiva
9,230,0,1,3,17,0,cafeteria
18,15,4,0,13,68,3,papeleria
10,33,3,1,3,50,5,tienda_deportiva
3,10,1,2,11,111,5,tienda_deportiva
30,242,6,11,16,166,5,tienda_deportiva
7,11,2,1,3,46,5,tienda_deportiva
2,2,1,3,0,19,1,farmacia
12,155,8,8,24,288,5,tienda_deportiva
2,5,1,5,3,54,5,tienda_deportiva
7,21,2,6,4,87,5,tienda_deportiva
15,164,0,1,11,8,0,cafeteria
1,14,2,2,4,67,5,tienda_deportiva
3,2,2,0,0,10,3,papeleria
3,2,2,2,2,17,5,tienda_deportiva
2,3,0,2,1,17,0,cafeteria
4,8,3,3,2,66,5,tienda_deportiva
19,46,3,5,4,75,5,tienda_deportiva
3,6,2,1,0,61,1,farmacia
0,1,1,3,3,42,5,tienda_deportiva
3,4,0,0,1,37,3,papeleria
3,1,17,0,0,14,3,papeleria
5,13,4,4,2,33,5,tienda_deportiva
3,20,1,4,12,95,5,tienda_deportiva
23,21,5,2,4,49,5,tienda_deportiva
4,5,1,1,1,44,5,tienda_deportiva
4,1,3,1,0,4,1,farmacia
5,6,0,2,1,145,0,cafeteria
16,33,6,6,18,814,5,tienda_deportiva
3,329,3,2,29,177,5,tienda_deportiva
5,2,2,1,0,5,1,farmacia
4,16,1,1,9,59,5,tienda_deportiva
11,8,5,1,5,41,5,tienda_deportiva
7,10,8,0,5,42,3,papeleria
4,9,1,5,1,22,5,tienda_deportiva
9,4,0,1,3,28,0,cafeteria
5,9,3,1,4,93,5,tienda_deportiva
1,2,0,1,0,14,1,farmacia
6,10,1,3,5,20,5,tienda_deportiva
3,7,0,1,2,27,0,cafeteria
4,0,0,1,0,12,0,cafeteria
8,1,0,1,0,27,1,farmacia
0,0,0,1,0,19,0,cafeteria
4,3,0,2,1,43,0,cafeteria
5,3,3,1,2,10,5,tienda_deportiva
1,13,2,2,3,61,5,tienda_deportiva
11,23,8,3,2,76,5,tienda_deportiva
12,693,2,1,22,73,5,tienda_deportiva
3,7,2,3,4,92,5,tienda_deportiva
5,332,3,3,29,189,5,tienda_deportiva
16,9,5,7,3,66,5,tienda_deportiva
1,1,2,0,0,36,3,papeleria
1,3,2,1,1,67,5,tienda_deportiva
3,4,3,2,0,24,1,farmacia
7,14,2,2,2,58,5,tienda_deportiva
1,3,2,2,0,21,1,farmacia
7,27,3,1,3,42,5,tienda_deportiva
19,53,5,8,19,878,5,tienda_deportiva
7,5,2,1,3,52,5,tienda_deportiva
11,11,2,9,6,108,5,tienda_deportiva
13,68,5,3,11,48,5,tienda_deportiva
3,4,2,1,0,21,1,farmacia
1,8,2,2,4,63,5,tienda_deportiva
7,11,6,5,9,57,5,tienda_deportiva
26,96,8,9,28,384,5,tienda_deportiva
4,11,0,2,4,44,0,cafeteria
3,11,4,3,4,52,5,tienda_deportiva
2,1,1,0,0,46,3,papeleria
13,14,2,5,1,53,5,tienda_deportiva
4,12,2,1,0,47,1,farmacia
5,3,3,1,1,36,5,tienda_deportiva
5,20,4,2,9,241,5,tienda_deportiva
0,0,0,0,0,3,2,otro
3,4,2,1,1,11,5,tienda_deportiva
4,0,0,0,0,11,3,papeleria
8,11,3,0,2,33,3,papeleria
1,5,2,0,1,17,3,papeleria
18,616,2,8,26,84,5,tienda_deportiva
12,33,5,6,7,98,5,tienda_deportiva
3,2,0,2,0,39,1,farmacia
3,1,0,1,0,15,1,farmacia
9,513,8,4,18,60,5,tienda_deportiva
1,5,1,2,1,52,5,tienda_deportiva
5,7,1,3,0,47,1,farmacia
14,51,2,5,15,538,5,tienda_deportiva
5,10,6,1,4,32,5,tienda_deportiva
4,1,1,3,0,38,1,farmacia
2,4,0,1,1,41,0,cafeteria
6,246,3,5,29,239,5,tienda_deportiva
8,80,2,2,9,37,5,tienda_deportiva
10,9,0,0,7,29,3,papeleria
19,591,3,9,19,110,5,tienda_deportiva
7,1,0,4,0,39,1,farmacia
3,2,2,1,1,12,5,tienda_deportiva
10,34,10,4,7,68,5,tienda_deportiva
5,332,3,2,29,183,5,tienda_deportiva
11,371,0,1,13,16,0,cafeteria
11,19,3,5,5,136,5,tienda_deportiva
5,332,3,2,29,183,5,tienda_deportiva
5,18,3,1,7,74,5,tienda_deportiva
3,329,3,2,29,176,5,tienda_deportiva
15,210,2,6,8,65,5,tienda_deportiva
0,0,0,0,0,17,0,cafeteria
6,2,0,2,1,32,0,cafeteria
2,1,2,0,0,14,3,papeleria
21,84,4,4,8,70,5,tienda_deportiva
7,1,2,4,2,56,5,tienda_deportiva
3,0,0,0,0,9,3,papeleria
4,11,4,0,3,42,3,papeleria
10,10,2,5,1,73,5,tienda_deportiva
4,6,2,1,1,28,5,tienda_deportiva
15,60,2,4,13,117,5,tienda_deportiva
10,19,7,3,7,79,5,tienda_deportiva
16,272,0,5,8,56,0,cafeteria
4,11,1,1,4,64,5,tienda_deportiva
1,2,0,1,1,21,0,cafeteria
6,5,3,5,1,63,5,tienda_deportiva
8,548,7,4,21,53,5,tienda_deportiva
5,5,2,2,4,35,5,tienda_deportiva
32,440,10,42,93,742,5,tienda_deportiva
7,29,3,1,3,28,5,tienda_deportiva
9,18,5,6,7,94,5,tienda_deportiva
7,21,1,4,4,92,5,tienda_deportiva
3,5,0,2,1,34,0,cafeteria
4,10,6,2,3,92,5,tienda_deportiva
1,3,0,1,1,21,0,cafeteria
16,47,6,1,6,148,5,tienda_deportiva
0,6,2,3,3,52,5,tienda_deportiva
2,0,0,1,0,17,0,cafeteria
26,98,8,2,6,76,5,tienda_deportiva
7,16,2,0,2,58,3,papeleria
19,565,3,9,19,117,5,tienda_deportiva
5,5,0,2,3,26,0,cafeteria
5,2,2,1,0,5,1,farmacia
5,4,0,5,0,36,1,farmacia
17,77,5,11,23,416,5,tienda_deportiva
14,37,0,3,6,40,0,cafeteria
7,7,0,2,2,83,0,cafeteria
7,7,0,2,2,83,0,cafeteria
5,10,5,0,3,44,3,papeleria
0,3,0,0,0,45,1,farmacia
10,10,1,4,5,91,5,tienda_deportiva
5,0,0,3,0,26,0,cafeteria
3,0,0,0,0,12,3,papeleria
11,22,2,1,6,80,5,tienda_deportiva
8,26,6,8,3,77,5,tienda_deportiva
4,1,1,2,1,242,5,tienda_deportiva
4,6,1,6,3,69,5,tienda_deportiva
3,11,4,3,4,52,5,tienda_deportiva
6,5,0,7,4,73,0,cafeteria
6,3,0,2,2,42,0,cafeteria
1,4,0,3,1,36,0,cafeteria
